TransactionID,CustomerID,Product,Date
10012,C145,bánh ngọt,2025-08-08
10012,C145,nước mắm,2025-08-08
10012,C145,nước suối,2025-08-08
10012,C145,bánh quy,2025-08-08
10012,C145,bánh mì,2025-08-08
10012,C145,nước ngọt,2025-08-08
10012,C145,bánh tráng,2025-08-08
10012,C145,nước rửa chén,2025-08-08
10012,C145,mì gói,2025-08-08
10012,C145,gạo,2025-08-08
10013,C190,xà phòng,2025-08-15
10013,C190,muối,2025-08-15
10013,C190,nước suối,2025-08-15
10013,C190,nước rửa chén,2025-08-15
10013,C190,sữa tươi,2025-08-15
10013,C190,mì gói,2025-08-15
10014,C144,nước mắm,2025-08-20
10014,C144,muối,2025-08-20
10014,C144,bánh quy,2025-08-20
10014,C144,bánh mì,2025-08-20
10014,C144,nước ngọt,2025-08-20
10014,C144,nước suối,2025-08-20
10014,C144,sữa tươi,2025-08-20
10014,C144,bột giặt,2025-08-20
10014,C144,gạo,2025-08-20
10015,C159,trứng gà,2025-08-05
10015,C159,bánh mì,2025-08-05
10015,C159,nước ngọt,2025-08-05
10015,C159,nước suối,2025-08-05
10015,C159,nước rửa chén,2025-08-05
10015,C159,sữa tươi,2025-08-05
10015,C159,mì gói,2025-08-05
10015,C159,bột giặt,2025-08-05
10016,C189,bánh ngọt,2025-08-27
10016,C189,nước mắm,2025-08-27
10016,C189,kẹo,2025-08-27
10016,C189,bánh mì,2025-08-27
10016,C189,đường,2025-08-27
10016,C189,sữa tươi,2025-08-27
10016,C189,gạo,2025-08-27
10016,C189,rau cải,2025-08-27
10017,C183,cà phê,2025-08-28
10017,C183,nước mắm,2025-08-28
10017,C183,kẹo,2025-08-28
10017,C183,bánh quy,2025-08-28
10017,C183,nước suối,2025-08-28
10017,C183,nước rửa chén,2025-08-28
10017,C183,gạo,2025-08-28
10018,C174,nước mắm,2025-08-15
10018,C174,trứng gà,2025-08-15
10018,C174,nước ngọt,2025-08-15
10018,C174,sữa tươi,2025-08-15
10018,C174,bột giặt,2025-08-15
10018,C174,mì gói,2025-08-15
10018,C174,gạo,2025-08-15
10019,C134,nước mắm,2025-08-03
10019,C134,bánh quy,2025-08-03
10019,C134,bánh mì,2025-08-03
10019,C134,đường,2025-08-03
10019,C134,nước ngọt,2025-08-03
10019,C134,thịt heo,2025-08-03
10019,C134,nước suối,2025-08-03
10019,C134,mì gói,2025-08-03
10019,C134,gạo,2025-08-03
10020,C150,kẹo,2025-08-22
10020,C150,nước suối,2025-08-22
10020,C150,bánh mì,2025-08-22
10020,C150,nước ngọt,2025-08-22
10020,C150,bánh tráng,2025-08-22
10020,C150,sữa tươi,2025-08-22
10020,C150,mì gói,2025-08-22
10020,C150,bột giặt,2025-08-22
10021,C193,cà phê,2025-08-25
10021,C193,trứng gà,2025-08-25
10021,C193,bánh quy,2025-08-25
10021,C193,bánh mì,2025-08-25
10021,C193,nước ngọt,2025-08-25
10021,C193,thịt heo,2025-08-25
10021,C193,sữa tươi,2025-08-25
10021,C193,mì gói,2025-08-25
10021,C193,kẹo,2025-08-25
10022,C171,bột canh,2025-08-22
10022,C171,cà phê,2025-08-22
10022,C171,bánh ngọt,2025-08-22
10022,C171,nước mắm,2025-08-22
10022,C171,muối,2025-08-22
10022,C171,bánh quy,2025-08-22
10022,C171,bánh mì,2025-08-22
10022,C171,nước ngọt,2025-08-22
10022,C171,sữa tươi,2025-08-22
10022,C171,mì gói,2025-08-22
10022,C171,gạo,2025-08-22
10023,C159,bột canh,2025-08-18
10023,C159,nước mắm,2025-08-18
10023,C159,bánh mì,2025-08-18
10023,C159,nước ngọt,2025-08-18
10023,C159,sữa tươi,2025-08-18
10023,C159,bột giặt,2025-08-18
10023,C159,mì gói,2025-08-18
10023,C159,gạo,2025-08-18
10024,C189,bột canh,2025-08-01
10024,C189,cà phê,2025-08-01
10024,C189,trứng gà,2025-08-01
10024,C189,bánh quy,2025-08-01
10024,C189,bánh mì,2025-08-01
10024,C189,sữa tươi,2025-08-01
10024,C189,mì gói,2025-08-01
10025,C113,xà phòng,2025-08-28
10025,C113,cà phê,2025-08-28
10025,C113,bánh ngọt,2025-08-28
10025,C113,nước mắm,2025-08-28
10025,C113,trứng gà,2025-08-28
10025,C113,bánh quy,2025-08-28
10025,C113,bánh tráng,2025-08-28
10025,C113,gạo,2025-08-28
10026,C187,cà phê,2025-08-27
10026,C187,nước mắm,2025-08-27
10026,C187,kẹo,2025-08-27
10026,C187,sữa chua,2025-08-27
10026,C187,bánh quy,2025-08-27
10026,C187,đường,2025-08-27
10026,C187,nước ngọt,2025-08-27
10026,C187,nước suối,2025-08-27
10026,C187,mì gói,2025-08-27
10026,C187,gạo,2025-08-27
10027,C172,bột canh,2025-08-18
10027,C172,cà phê,2025-08-18
10027,C172,muối,2025-08-18
10027,C172,bánh quy,2025-08-18
10027,C172,bánh mì,2025-08-18
10027,C172,bánh tráng,2025-08-18
10027,C172,sữa tươi,2025-08-18
10028,C117,dầu ăn,2025-08-21
10028,C117,cà phê,2025-08-21
10028,C117,bánh ngọt,2025-08-21
10028,C117,sữa chua,2025-08-21
10028,C117,bánh quy,2025-08-21
10028,C117,bánh mì,2025-08-21
10028,C117,nước ngọt,2025-08-21
10028,C117,thịt heo,2025-08-21
10028,C117,sữa tươi,2025-08-21
10028,C117,mì gói,2025-08-21
10029,C155,cà phê,2025-08-13
10029,C155,nước mắm,2025-08-13
10029,C155,sữa chua,2025-08-13
10029,C155,bánh quy,2025-08-13
10029,C155,thịt heo,2025-08-13
10029,C155,bánh tráng,2025-08-13
10029,C155,bột giặt,2025-08-13
10029,C155,gạo,2025-08-13
10030,C100,cà phê,2025-08-19
10030,C100,nước mắm,2025-08-19
10030,C100,trứng gà,2025-08-19
10030,C100,bánh quy,2025-08-19
10030,C100,bánh mì,2025-08-19
10030,C100,đường,2025-08-19
10030,C100,nước ngọt,2025-08-19
10030,C100,sữa tươi,2025-08-19
10030,C100,mì gói,2025-08-19
10030,C100,gạo,2025-08-19
10031,C154,bột canh,2025-08-18
10031,C154,dầu ăn,2025-08-18
10031,C154,nước mắm,2025-08-18
10031,C154,trứng gà,2025-08-18
10031,C154,bánh mì,2025-08-18
10031,C154,nước ngọt,2025-08-18
10031,C154,bánh tráng,2025-08-18
10031,C154,sữa tươi,2025-08-18
10031,C154,mì gói,2025-08-18
10032,C171,dầu ăn,2025-08-17
10032,C171,cà phê,2025-08-17
10032,C171,trứng gà,2025-08-17
10032,C171,bánh quy,2025-08-17
10032,C171,bánh mì,2025-08-17
10032,C171,nước ngọt,2025-08-17
10032,C171,sữa tươi,2025-08-17
10032,C171,mì gói,2025-08-17
10032,C171,bột giặt,2025-08-17
10033,C165,cà phê,2025-08-23
10033,C165,nước mắm,2025-08-23
10033,C165,bánh quy,2025-08-23
10033,C165,bánh mì,2025-08-23
10033,C165,bánh tráng,2025-08-23
10033,C165,nước suối,2025-08-23
10033,C165,sữa tươi,2025-08-23
10033,C165,mì gói,2025-08-23
10033,C165,gạo,2025-08-23
10033,C165,rau cải,2025-08-23
10034,C117,cá basa,2025-08-25
10034,C117,nước mắm,2025-08-25
10034,C117,bánh mì,2025-08-25
10034,C117,sữa tươi,2025-08-25
10034,C117,mì gói,2025-08-25
10034,C117,gạo,2025-08-25
10034,C117,rau cải,2025-08-25
10035,C146,nước mắm,2025-08-30
10035,C146,bánh quy,2025-08-30
10035,C146,bánh mì,2025-08-30
10035,C146,đường,2025-08-30
10035,C146,nước ngọt,2025-08-30
10035,C146,thịt heo,2025-08-30
10035,C146,bánh tráng,2025-08-30
10035,C146,mì gói,2025-08-30
10035,C146,gạo,2025-08-30
10035,C146,rau cải,2025-08-30
10036,C192,cá basa,2025-08-30
10036,C192,nước mắm,2025-08-30
10036,C192,kẹo,2025-08-30
10036,C192,bánh mì,2025-08-30
10036,C192,nước ngọt,2025-08-30
10036,C192,thịt heo,2025-08-30
10036,C192,sữa tươi,2025-08-30
10036,C192,mì gói,2025-08-30
10036,C192,gạo,2025-08-30
10037,C193,dầu ăn,2025-08-17
10037,C193,cá basa,2025-08-17
10037,C193,bánh mì,2025-08-17
10037,C193,nước suối,2025-08-17
10037,C193,sữa tươi,2025-08-17
10037,C193,gạo,2025-08-17
10038,C115,nước mắm,2025-08-12
10038,C115,kẹo,2025-08-12
10038,C115,sữa chua,2025-08-12
10038,C115,bánh mì,2025-08-12
10038,C115,nước ngọt,2025-08-12
10038,C115,sữa tươi,2025-08-12
10038,C115,bột giặt,2025-08-12
10038,C115,mì gói,2025-08-12
10038,C115,gạo,2025-08-12
10039,C165,bánh tráng,2025-08-30
10039,C165,cà phê,2025-08-30
10039,C165,cá basa,2025-08-30
10039,C165,bánh quy,2025-08-30
10040,C184,dầu ăn,2025-08-10
10040,C184,cà phê,2025-08-10
10040,C184,cá basa,2025-08-10
10040,C184,bánh mì,2025-08-10
10040,C184,nước ngọt,2025-08-10
10040,C184,sữa tươi,2025-08-10
10040,C184,mì gói,2025-08-10
10041,C171,dầu ăn,2025-08-11
10041,C171,cà phê,2025-08-11
10041,C171,cá basa,2025-08-11
10041,C171,nước mắm,2025-08-11
10041,C171,muối,2025-08-11
10041,C171,bánh quy,2025-08-11
10041,C171,bánh mì,2025-08-11
10041,C171,nước ngọt,2025-08-11
10041,C171,sữa tươi,2025-08-11
10041,C171,mì gói,2025-08-11
10041,C171,gạo,2025-08-11
10042,C103,bánh ngọt,2025-08-28
10042,C103,nước mắm,2025-08-28
10042,C103,trứng gà,2025-08-28
10042,C103,kẹo,2025-08-28
10042,C103,bánh mì,2025-08-28
10042,C103,đường,2025-08-28
10042,C103,nước ngọt,2025-08-28
10042,C103,sữa tươi,2025-08-28
10042,C103,mì gói,2025-08-28
10042,C103,gạo,2025-08-28
10043,C128,dầu ăn,2025-08-27
10043,C128,cà phê,2025-08-27
10043,C128,kẹo,2025-08-27
10043,C128,bánh quy,2025-08-27
10043,C128,đường,2025-08-27
10043,C128,nước ngọt,2025-08-27
10043,C128,mì gói,2025-08-27
10043,C128,bột giặt,2025-08-27
10044,C102,xà phòng,2025-08-09
10044,C102,cà phê,2025-08-09
10044,C102,nước mắm,2025-08-09
10044,C102,bánh quy,2025-08-09
10044,C102,nước rửa chén,2025-08-09
10044,C102,sữa tươi,2025-08-09
10044,C102,gạo,2025-08-09
10045,C195,nước mắm,2025-08-23
10045,C195,bánh mì,2025-08-23
10045,C195,nước ngọt,2025-08-23
10045,C195,bánh tráng,2025-08-23
10045,C195,sữa tươi,2025-08-23
10045,C195,bột giặt,2025-08-23
10045,C195,mì gói,2025-08-23
10045,C195,gạo,2025-08-23
10046,C133,dầu ăn,2025-08-20
10046,C133,cà phê,2025-08-20
10046,C133,nước mắm,2025-08-20
10046,C133,nước suối,2025-08-20
10046,C133,bánh quy,2025-08-20
10046,C133,bánh mì,2025-08-20
10046,C133,nước ngọt,2025-08-20
10046,C133,bánh tráng,2025-08-20
10046,C133,sữa tươi,2025-08-20
10046,C133,mì gói,2025-08-20
10046,C133,gạo,2025-08-20
10046,C133,rau cải,2025-08-20
10047,C120,cà phê,2025-08-12
10047,C120,nước mắm,2025-08-12
10047,C120,bánh quy,2025-08-12
10047,C120,bánh tráng,2025-08-12
10047,C120,nước ngọt,2025-08-12
10047,C120,nước suối,2025-08-12
10047,C120,mì gói,2025-08-12
10047,C120,gạo,2025-08-12
10048,C133,dầu ăn,2025-08-20
10048,C133,nước mắm,2025-08-20
10048,C133,sữa chua,2025-08-20
10048,C133,bánh mì,2025-08-20
10048,C133,nước ngọt,2025-08-20
10048,C133,nước suối,2025-08-20
10048,C133,nước rửa chén,2025-08-20
10048,C133,sữa tươi,2025-08-20
10048,C133,mì gói,2025-08-20
10048,C133,gạo,2025-08-20
10049,C190,cà phê,2025-08-16
10049,C190,nước mắm,2025-08-16
10049,C190,sữa chua,2025-08-16
10049,C190,bánh quy,2025-08-16
10049,C190,đường,2025-08-16
10049,C190,gạo,2025-08-16
10050,C151,bột canh,2025-08-12
10050,C151,xà phòng,2025-08-12
10050,C151,nước mắm,2025-08-12
10050,C151,bánh mì,2025-08-12
10050,C151,nước ngọt,2025-08-12
10050,C151,nước suối,2025-08-12
10050,C151,sữa tươi,2025-08-12
10050,C151,mì gói,2025-08-12
10050,C151,kẹo,2025-08-12
10051,C176,dầu ăn,2025-08-20
10051,C176,xà phòng,2025-08-20
10051,C176,nước mắm,2025-08-20
10051,C176,bánh quy,2025-08-20
10051,C176,nước ngọt,2025-08-20
10051,C176,bột giặt,2025-08-20
10051,C176,mì gói,2025-08-20
10051,C176,gạo,2025-08-20
10052,C196,xà phòng,2025-08-25
10052,C196,cà phê,2025-08-25
10052,C196,bánh ngọt,2025-08-25
10052,C196,muối,2025-08-25
10052,C196,bánh quy,2025-08-25
10052,C196,nước ngọt,2025-08-25
10052,C196,nước suối,2025-08-25
10052,C196,mì gói,2025-08-25
10053,C198,xà phòng,2025-08-09
10053,C198,cà phê,2025-08-09
10053,C198,nước mắm,2025-08-09
10053,C198,bánh quy,2025-08-09
10053,C198,nước ngọt,2025-08-09
10053,C198,bánh tráng,2025-08-09
10053,C198,nước rửa chén,2025-08-09
10054,C105,xà phòng,2025-08-20
10054,C105,cà phê,2025-08-20
10054,C105,nước mắm,2025-08-20
10054,C105,sữa chua,2025-08-20
10054,C105,bánh quy,2025-08-20
10054,C105,bánh mì,2025-08-20
10054,C105,nước ngọt,2025-08-20
10054,C105,sữa tươi,2025-08-20
10054,C105,mì gói,2025-08-20
10054,C105,gạo,2025-08-20
10055,C134,cà phê,2025-08-07
10055,C134,nước mắm,2025-08-07
10055,C134,muối,2025-08-07
10055,C134,sữa chua,2025-08-07
10055,C134,bánh quy,2025-08-07
10055,C134,bánh mì,2025-08-07
10055,C134,nước suối,2025-08-07
10055,C134,nước ngọt,2025-08-07
10055,C134,bánh tráng,2025-08-07
10055,C134,sữa tươi,2025-08-07
10055,C134,mì gói,2025-08-07
10056,C132,cà phê,2025-08-17
10056,C132,nước mắm,2025-08-17
10056,C132,muối,2025-08-17
10056,C132,bánh quy,2025-08-17
10056,C132,nước ngọt,2025-08-17
10056,C132,thịt heo,2025-08-17
10056,C132,mì gói,2025-08-17
10056,C132,gạo,2025-08-17
10056,C132,rau cải,2025-08-17
10057,C143,cà phê,2025-08-23
10057,C143,nước mắm,2025-08-23
10057,C143,bánh quy,2025-08-23
10057,C143,bánh mì,2025-08-23
10057,C143,đường,2025-08-23
10057,C143,nước ngọt,2025-08-23
10057,C143,sữa tươi,2025-08-23
10057,C143,mì gói,2025-08-23
10057,C143,gạo,2025-08-23
10057,C143,rau cải,2025-08-23
10058,C119,dầu ăn,2025-08-27
10058,C119,bánh mì,2025-08-27
10058,C119,nước ngọt,2025-08-27
10058,C119,bánh tráng,2025-08-27
10058,C119,sữa tươi,2025-08-27
10058,C119,mì gói,2025-08-27
10058,C119,bột giặt,2025-08-27
10059,C190,xà phòng,2025-08-12
10059,C190,bánh mì,2025-08-12
10059,C190,nước suối,2025-08-12
10059,C190,sữa tươi,2025-08-12
10059,C190,gạo,2025-08-12
10060,C141,bánh quy,2025-08-04
10060,C141,bánh mì,2025-08-04
10060,C141,nước ngọt,2025-08-04
10060,C141,thịt heo,2025-08-04
10060,C141,bánh tráng,2025-08-04
10060,C141,nước rửa chén,2025-08-04
10060,C141,sữa tươi,2025-08-04
10060,C141,mì gói,2025-08-04
10060,C141,rau cải,2025-08-04
10061,C165,cà phê,2025-08-25
10061,C165,nước mắm,2025-08-25
10061,C165,trứng gà,2025-08-25
10061,C165,kẹo,2025-08-25
10061,C165,bánh quy,2025-08-25
10061,C165,bánh mì,2025-08-25
10061,C165,nước ngọt,2025-08-25
10061,C165,mì gói,2025-08-25
10061,C165,gạo,2025-08-25
10062,C166,nước mắm,2025-08-06
10062,C166,trứng gà,2025-08-06
10062,C166,bánh quy,2025-08-06
10062,C166,bánh mì,2025-08-06
10062,C166,nước ngọt,2025-08-06
10062,C166,thịt heo,2025-08-06
10062,C166,bánh tráng,2025-08-06
10062,C166,nước rửa chén,2025-08-06
10062,C166,sữa tươi,2025-08-06
10062,C166,mì gói,2025-08-06
10062,C166,gạo,2025-08-06
10063,C150,gạo,2025-08-25
10063,C150,cá basa,2025-08-25
10063,C150,bánh ngọt,2025-08-25
10063,C150,nước mắm,2025-08-25
10063,C150,bột giặt,2025-08-25
10064,C123,dầu ăn,2025-08-19
10064,C123,trứng gà,2025-08-19
10064,C123,bánh mì,2025-08-19
10064,C123,nước ngọt,2025-08-19
10064,C123,thịt heo,2025-08-19
10064,C123,sữa tươi,2025-08-19
10064,C123,mì gói,2025-08-19
10064,C123,rau cải,2025-08-19
10065,C152,xà phòng,2025-08-08
10065,C152,bánh ngọt,2025-08-08
10065,C152,nước mắm,2025-08-08
10065,C152,nước ngọt,2025-08-08
10065,C152,mì gói,2025-08-08
10065,C152,gạo,2025-08-08
10066,C168,dầu ăn,2025-08-06
10066,C168,nước mắm,2025-08-06
10066,C168,sữa chua,2025-08-06
10066,C168,nước ngọt,2025-08-06
10066,C168,mì gói,2025-08-06
10066,C168,gạo,2025-08-06
10067,C168,cà phê,2025-08-09
10067,C168,bánh quy,2025-08-09
10067,C168,bánh mì,2025-08-09
10067,C168,đường,2025-08-09
10067,C168,nước ngọt,2025-08-09
10067,C168,nước rửa chén,2025-08-09
10067,C168,sữa tươi,2025-08-09
10067,C168,mì gói,2025-08-09
10068,C132,cà phê,2025-08-12
10068,C132,muối,2025-08-12
10068,C132,nước suối,2025-08-12
10068,C132,bánh quy,2025-08-12
10068,C132,nước ngọt,2025-08-12
10068,C132,bánh tráng,2025-08-12
10068,C132,mì gói,2025-08-12
10068,C132,bột giặt,2025-08-12
10069,C107,bột canh,2025-08-12
10069,C107,cà phê,2025-08-12
10069,C107,nước mắm,2025-08-12
10069,C107,muối,2025-08-12
10069,C107,bánh quy,2025-08-12
10069,C107,bánh mì,2025-08-12
10069,C107,đường,2025-08-12
10069,C107,nước ngọt,2025-08-12
10069,C107,nước rửa chén,2025-08-12
10069,C107,sữa tươi,2025-08-12
10069,C107,mì gói,2025-08-12
10069,C107,gạo,2025-08-12
10070,C180,bột canh,2025-08-04
10070,C180,xà phòng,2025-08-04
10070,C180,muối,2025-08-04
10070,C180,nước ngọt,2025-08-04
10070,C180,gạo,2025-08-04
10071,C190,xà phòng,2025-08-30
10071,C190,bánh ngọt,2025-08-30
10071,C190,nước mắm,2025-08-30
10071,C190,muối,2025-08-30
10071,C190,bánh quy,2025-08-30
10071,C190,đường,2025-08-30
10071,C190,nước ngọt,2025-08-30
10071,C190,mì gói,2025-08-30
10071,C190,gạo,2025-08-30
10072,C132,dầu ăn,2025-08-05
10072,C132,xà phòng,2025-08-05
10072,C132,cà phê,2025-08-05
10072,C132,nước mắm,2025-08-05
10072,C132,bánh quy,2025-08-05
10072,C132,gạo,2025-08-05
10073,C121,xà phòng,2025-08-14
10073,C121,bánh mì,2025-08-14
10073,C121,nước ngọt,2025-08-14
10073,C121,sữa tươi,2025-08-14
10073,C121,mì gói,2025-08-14
10073,C121,gạo,2025-08-14
10073,C121,rau cải,2025-08-14
10074,C118,xà phòng,2025-08-25
10074,C118,nước mắm,2025-08-25
10074,C118,trứng gà,2025-08-25
10074,C118,bánh mì,2025-08-25
10074,C118,đường,2025-08-25
10074,C118,nước ngọt,2025-08-25
10074,C118,sữa tươi,2025-08-25
10074,C118,mì gói,2025-08-25
10074,C118,gạo,2025-08-25
10075,C127,xà phòng,2025-08-12
10075,C127,cà phê,2025-08-12
10075,C127,bánh quy,2025-08-12
10075,C127,nước ngọt,2025-08-12
10075,C127,bánh tráng,2025-08-12
10075,C127,mì gói,2025-08-12
10076,C156,cà phê,2025-08-12
10076,C156,cá basa,2025-08-12
10076,C156,nước mắm,2025-08-12
10076,C156,bánh quy,2025-08-12
10076,C156,bánh mì,2025-08-12
10076,C156,nước ngọt,2025-08-12
10076,C156,bánh tráng,2025-08-12
10076,C156,mì gói,2025-08-12
10076,C156,gạo,2025-08-12
10077,C121,bột canh,2025-08-02
10077,C121,nước mắm,2025-08-02
10077,C121,muối,2025-08-02
10077,C121,bánh mì,2025-08-02
10077,C121,nước ngọt,2025-08-02
10077,C121,sữa tươi,2025-08-02
10077,C121,mì gói,2025-08-02
10077,C121,gạo,2025-08-02
10078,C118,nước mắm,2025-08-24
10078,C118,kẹo,2025-08-24
10078,C118,sữa chua,2025-08-24
10078,C118,bánh mì,2025-08-24
10078,C118,bánh tráng,2025-08-24
10078,C118,nước ngọt,2025-08-24
10078,C118,nước suối,2025-08-24
10078,C118,sữa tươi,2025-08-24
10078,C118,mì gói,2025-08-24
10078,C118,gạo,2025-08-24
10079,C144,cà phê,2025-08-21
10079,C144,bánh ngọt,2025-08-21
10079,C144,trứng gà,2025-08-21
10079,C144,bánh quy,2025-08-21
10079,C144,nước ngọt,2025-08-21
10079,C144,nước suối,2025-08-21
10079,C144,mì gói,2025-08-21
10080,C167,nước mắm,2025-08-17
10080,C167,sữa chua,2025-08-17
10080,C167,nước ngọt,2025-08-17
10080,C167,nước suối,2025-08-17
10080,C167,nước rửa chén,2025-08-17
10080,C167,mì gói,2025-08-17
10080,C167,gạo,2025-08-17
10081,C109,bột canh,2025-08-06
10081,C109,cà phê,2025-08-06
10081,C109,bánh ngọt,2025-08-06
10081,C109,nước mắm,2025-08-06
10081,C109,cá basa,2025-08-06
10081,C109,sữa chua,2025-08-06
10081,C109,bánh quy,2025-08-06
10081,C109,bánh mì,2025-08-06
10081,C109,nước ngọt,2025-08-06
10081,C109,sữa tươi,2025-08-06
10081,C109,mì gói,2025-08-06
10081,C109,gạo,2025-08-06
10082,C131,cà phê,2025-08-01
10082,C131,bánh ngọt,2025-08-01
10082,C131,nước mắm,2025-08-01
10082,C131,sữa chua,2025-08-01
10082,C131,bánh quy,2025-08-01
10082,C131,bánh mì,2025-08-01
10082,C131,nước ngọt,2025-08-01
10082,C131,sữa tươi,2025-08-01
10082,C131,mì gói,2025-08-01
10082,C131,gạo,2025-08-01
10082,C131,rau cải,2025-08-01
10083,C137,dầu ăn,2025-08-12
10083,C137,cà phê,2025-08-12
10083,C137,bánh ngọt,2025-08-12
10083,C137,kẹo,2025-08-12
10083,C137,bánh quy,2025-08-12
10083,C137,nước ngọt,2025-08-12
10083,C137,mì gói,2025-08-12
10083,C137,gạo,2025-08-12
10084,C107,xà phòng,2025-08-13
10084,C107,cà phê,2025-08-13
10084,C107,bánh ngọt,2025-08-13
10084,C107,nước mắm,2025-08-13
10084,C107,bánh quy,2025-08-13
10084,C107,bánh mì,2025-08-13
10084,C107,đường,2025-08-13
10084,C107,nước ngọt,2025-08-13
10084,C107,sữa tươi,2025-08-13
10084,C107,mì gói,2025-08-13
10084,C107,gạo,2025-08-13
10085,C121,xà phòng,2025-08-07
10085,C121,cá basa,2025-08-07
10085,C121,bánh quy,2025-08-07
10085,C121,nước ngọt,2025-08-07
10085,C121,sữa tươi,2025-08-07
10086,C125,bột canh,2025-08-20
10086,C125,dầu ăn,2025-08-20
10086,C125,cà phê,2025-08-20
10086,C125,nước mắm,2025-08-20
10086,C125,bánh quy,2025-08-20
10086,C125,bánh mì,2025-08-20
10086,C125,sữa tươi,2025-08-20
10086,C125,gạo,2025-08-20
10086,C125,rau cải,2025-08-20
10087,C122,cà phê,2025-08-23
10087,C122,cá basa,2025-08-23
10087,C122,bánh quy,2025-08-23
10087,C122,bánh mì,2025-08-23
10087,C122,nước ngọt,2025-08-23
10087,C122,thịt heo,2025-08-23
10087,C122,mì gói,2025-08-23
10088,C124,cà phê,2025-08-16
10088,C124,cá basa,2025-08-16
10088,C124,bánh quy,2025-08-16
10088,C124,nước ngọt,2025-08-16
10088,C124,nước rửa chén,2025-08-16
10088,C124,sữa tươi,2025-08-16
10088,C124,mì gói,2025-08-16
10088,C124,rau cải,2025-08-16
10089,C145,cà phê,2025-08-23
10089,C145,trứng gà,2025-08-23
10089,C145,bánh quy,2025-08-23
10089,C145,bánh mì,2025-08-23
10089,C145,thịt heo,2025-08-23
10089,C145,nước rửa chén,2025-08-23
10089,C145,sữa tươi,2025-08-23
10089,C145,rau cải,2025-08-23
10090,C110,cà phê,2025-08-12
10090,C110,muối,2025-08-12
10090,C110,bánh mì,2025-08-12
10090,C110,nước ngọt,2025-08-12
10090,C110,nước suối,2025-08-12
10090,C110,sữa tươi,2025-08-12
10090,C110,mì gói,2025-08-12
